dstrb,2,20000,1000,29.465515
dstrb,4,20000,1000,17.64712
dstrb,6,20000,1000,13.978783
dstrb,8,20000,1000,11.874635
dstrb,10,20000,1000,10.89134
dstrb,12,20000,1000,10.082261
dstrb,14,20000,1000,12.118077
dstrb,16,20000,1000,15.016284
dstrb,18,20000,1000,16.524165
dstrb,20,20000,1000,14.635277
dstrb,22,20000,1000,16.507357
dstrb,24,20000,1000,15.476193
dstrb,26,20000,1000,16.792772
dstrb,28,20000,1000,19.66439
dstrb,30,20000,1000,21.135522
dstrb,32,20000,1000,24.456575
dstrb,34,20000,1000,21.376073
dstrb,36,20000,1000,23.390828
dstrb,38,20000,1000,22.96989
dstrb,40,20000,1000,22.432388
dstrb,42,20000,1000,23.249572
dstrb,44,20000,1000,20.781137
dstrb,46,20000,1000,21.81378
dstrb,48,20000,1000,22.017809
dstrb,50,20000,1000,22.316861
dstrb,52,20000,1000,21.997304
dstrb,54,20000,1000,21.946916
dstrb,56,20000,1000,22.264094
dstrb,58,20000,1000,20.638273
dstrb,60,20000,1000,21.658978
dstrb,62,20000,1000,23.348296
dstrb,64,20000,1000,24.644786
dstrb,66,20000,1000,22.786595
dstrb,68,20000,1000,23.856012
dstrb,70,20000,1000,23.740859
dstrb,72,20000,1000,23.933158
dstrb,74,20000,1000,23.048572
dstrb,76,20000,1000,24.134462
dstrb,78,20000,1000,23.53185
dstrb,80,20000,1000,23.126185
dstrb,82,20000,1000,23.96033
dstrb,84,20000,1000,22.217923
dstrb,86,20000,1000,23.229703
dstrb,88,20000,1000,23.510175
dstrb,90,20000,1000,23.124059
dstrb,92,20000,1000,23.991653
dstrb,94,20000,1000,25.173734
dstrb,96,20000,1000,25.925194
dstrb,98,20000,1000,24.8261
dstrb,100,20000,1000,25.210975
dstrb,102,20000,1000,24.70519
dstrb,104,20000,1000,25.78257
dstrb,106,20000,1000,22.803169
dstrb,108,20000,1000,25.276101
dstrb,110,20000,1000,23.91576
dstrb,112,20000,1000,24.18163
dstrb,114,20000,1000,25.511481
dstrb,116,20000,1000,27.350169
dstrb,118,20000,1000,23.558942
dstrb,120,20000,1000,24.081883
dstrb,122,20000,1000,24.799145
dstrb,124,20000,1000,24.394089
dstrb,126,20000,1000,24.609879
dstrb,128,20000,1000,28.11518
