29.057385,2
16.492453,4
13.138482,6
11.064876,8
10.314536,10
9.520931,12
10.120911,14
12.713245,16
10.727347,18
9.214795,20
11.370765,22
11.875972,24
13.875102,26
13.173046,28
14.036429,30
14.070180,32
15.633277,34
13.341822,36
13.797079,38
14.586363,40
13.451071,42
14.126344,44
14.460784,46
12.967115,48
14.582266,50
15.855083,52
13.608237,54
13.901776,56
14.332453,58
17.171493,60
12.547188,62
13.048371,64
13.562387,66
14.942995,68
13.462389,70
14.008297,72
15.203015,74
12.752465,76
12.409971,78
13.534903,80
14.582913,82
14.688781,84
12.707383,86
13.080197,88
13.096834,90
14.647699,92
11.894129,94
11.838118,96
13.381924,98
11.826207,100
12.337484,102
12.932747,104
14.110260,106
12.893342,108
12.594147,110
12.749127,112
14.228180,114
12.199354,116
13.966247,118
13.021729,120
13.496317,122
14.012315,124
13.901369,126
11.649167,128
