0.347327,2
1.092669,4
0.778598,6
0.747809,8
0.513688,10
0.498087,12
1.932661,14
2.232458,16
5.728994,18
5.352462,20
5.066148,22
3.527212,24
2.841308,26
6.414173,28
7.019308,30
10.309699,32
5.658957,34
9.966541,36
9.094285,38
7.761823,40
9.719130,42
6.571106,44
7.276734,46
8.972667,48
7.647979,50
6.070073,52
8.263611,54
8.279336,56
6.223313,58
4.402877,60
10.723464,62
11.510032,64
9.141148,66
8.824618,68
10.199642,70
9.844564,72
7.752534,74
11.292939,76
11.039191,78
9.512111,80
9.283917,82
7.454212,84
10.437061,86
10.340984,88
9.932343,90
9.261195,92
13.189895,94
13.997430,96
11.347752,98
13.303551,100
12.262882,102
12.764433,104
8.600945,106
12.292113,108
11.231000,110
11.340882,112
11.197129,114
15.059794,116
9.512722,118
10.973322,120
11.225007,122
10.293612,124
10.619049,126
16.365043,128
