prl-ref,2,20000,1600,76.757703
prl-ref,20,20000,1600,7.621869
prl-ref,25,20000,1600,6.126146
prl-ref,30,20000,1600,5.097355
prl-ref,40,20000,1600,3.920849
prl-ref,60,20000,1600,2.629247
prl-ref,80,20000,1600,2.663114
prl-ref,100,20000,1600,2.33824
prl-ref,200,20000,1600,1.568773
prl-ref,4,20000,1600,38.124638
prl-ref,6,20000,1600,25.219469
prl-ref,8,20000,1600,18.967208
prl-ref,10,20000,1600,15.185795
prl-ref,12,20000,1600,12.607406
prl-ref,14,20000,1600,10.791218
prl-ref,16,20000,1600,9.424983
prl-ref,18,20000,1600,8.374713
