dstrb,2,20000,1000,28.125199,0.026158788523170655
dstrb,4,20000,1000,16.779263,0.06279975388486769
dstrb,6,20000,1000,13.038304333333334,0.024928661382699946
dstrb,8,20000,1000,11.361324000000002,0.02230781121042598
dstrb,10,20000,1000,11.074226666666666,1.0293662485939266
dstrb,12,20000,1000,12.301850333333334,2.1962272591897976
dstrb,14,20000,1000,13.715206333333333,0.9417799805354391
dstrb,16,20000,1000,13.280761333333333,1.6400646903504552
dstrb,18,20000,1000,14.629712,0.08630133674515088
dstrb,20,20000,1000,14.854252,1.2786469873616395
dstrb,22,20000,1000,16.43118733333333,0.6597385411102904
dstrb,24,20000,1000,16.382089333333337,0.29877439496940517
dstrb,26,20000,1000,17.230303333333335,0.9466723571924615
dstrb,28,20000,1000,18.929543666666664,0.5479957070327579
dstrb,30,20000,1000,22.331001333333333,2.665058875815006
dstrb,32,20000,1000,23.417188999999997,0.7224877934200687
dstrb,34,20000,1000,24.287401,1.1168332871131665
dstrb,36,20000,1000,23.557897999999998,0.8980997593563875
dstrb,38,20000,1000,22.73689,1.2127744742877797
dstrb,40,20000,1000,22.696724,0.7771427620476165
dstrb,42,20000,1000,22.25597533333333,0.5504532427775621
dstrb,44,20000,1000,22.052766666666667,0.15363368980250908
dstrb,46,20000,1000,22.32330333333333,0.7241471659354421
dstrb,48,20000,1000,22.080699,0.49313463468610474
dstrb,50,20000,1000,21.984834666666668,0.26447858130732194
dstrb,52,20000,1000,22.26182366666667,0.19281340519874118
dstrb,54,20000,1000,22.023296666666667,0.7391529491886876
dstrb,56,20000,1000,21.61656533333333,0.15543385017535125
dstrb,58,20000,1000,21.596305,0.4463805455270211
dstrb,60,20000,1000,21.547787333333332,0.6217398749190314
dstrb,62,20000,1000,23.6109,0.2784510200879136
dstrb,64,20000,1000,22.935852666666666,0.5631325353958293
dstrb,66,20000,1000,23.591189333333332,0.05371086632454681
dstrb,68,20000,1000,23.799905,1.0271829525108946
dstrb,70,20000,1000,23.84843033333333,0.914934961208902
dstrb,72,20000,1000,22.35946033333333,0.9682910531944088
dstrb,74,20000,1000,23.986108333333334,3.1940598731117014
dstrb,76,20000,1000,23.239154333333335,0.8036419243172493
dstrb,78,20000,1000,24.058940333333336,0.5269292300758549
dstrb,80,20000,1000,22.853268666666665,0.5662599411810229
dstrb,82,20000,1000,24.186609,1.6218093943145728
dstrb,84,20000,1000,23.685575333333333,0.23249433800919414
dstrb,86,20000,1000,24.004191000000002,0.889163669988826
dstrb,88,20000,1000,23.182623000000003,0.45207167014534333
dstrb,90,20000,1000,23.86774266666667,0.8905133717055175
dstrb,92,20000,1000,24.198192333333335,0.5373776341255118
dstrb,94,20000,1000,24.936671666666665,0.2542226870783423
dstrb,96,20000,1000,24.797147999999996,0.6312110464868295
dstrb,98,20000,1000,24.361718999999997,1.4760024839667452
dstrb,100,20000,1000,24.734459666666666,1.1989269538321887
dstrb,102,20000,1000,24.425238000000004,1.320647248151072
dstrb,104,20000,1000,24.830478333333332,1.2699037136233333
dstrb,106,20000,1000,24.06676,1.7174685671895145
dstrb,108,20000,1000,23.864069333333333,0.45376670133046765
dstrb,110,20000,1000,23.851053333333336,0.9937587776363715
dstrb,112,20000,1000,24.78589266666667,1.7955476088606874
dstrb,114,20000,1000,23.84121466666667,1.1311070582063993
dstrb,116,20000,1000,24.270765666666666,1.1571306366406233
dstrb,118,20000,1000,22.98517633333333,1.466762017796115
dstrb,120,20000,1000,24.061169666666668,0.5266146985836333
dstrb,122,20000,1000,24.183678,0.7409872833908828
dstrb,124,20000,1000,23.692193000000003,0.7343749108548024
dstrb,126,20000,1000,26.029116000000002,1.6721891566467602
dstrb,128,20000,1000,25.118600333333333,0.18484304957539835
