27.947359,2
16.081854,4
12.556131,6
10.831486,8
10.096048,10
9.347007,12
9.284198,14
11.775800,16
9.064580,18
9.878475,20
13.068751,22
11.811470,24
13.354880,26
13.616699,28
14.888122,30
14.330045,32
13.862502,34
13.665983,36
16.323386,38
14.915133,40
16.287773,42
13.559155,44
14.992244,46
14.782436,48
14.587451,50
14.707187,52
15.123347,54
14.295151,56
14.368561,58
13.522805,60
15.515530,62
13.836421,64
13.561404,66
14.670584,68
15.593098,70
13.516202,72
15.153614,74
13.785835,76
15.632078,78
14.347013,80
13.427662,82
13.569478,84
13.373891,86
15.754059,88
13.883772,90
13.138441,92
14.515086,94
12.353376,96
14.161269,98
13.580924,100
16.344306,102
12.843437,104
14.791104,106
14.012629,108
15.692894,110
12.030908,112
13.008337,114
13.922614,116
15.635303,118
12.684319,120
13.466650,122
12.991070,124
15.287651,126
14.230879,128
