0.069299,2
0.570996,4
0.087565,6
0.302699,8
0.347680,10
2.076529,12
4.348932,14
2.278089,16
5.334823,18
4.034993,20
4.386068,22
6.006757,24
5.587610,26
6.706415,28
3.749195,30
12.934448,32
9.060316,34
3.803835,36
8.021963,38
7.542739,40
6.137013,42
6.527120,44
9.001212,46
8.144087,48
5.682528,50
9.327754,52
10.084065,54
10.114985,56
5.865213,58
8.356327,60
9.580566,62
11.721217,64
9.929983,66
11.620236,68
11.136584,70
12.456003,72
9.960320,74
10.746010,76
13.731465,78
13.510201,80
11.574569,82
11.245299,84
11.556502,86
9.772725,88
10.000472,90
10.157185,92
17.111542,94
16.461369,96
16.760104,98
12.106758,100
14.075077,102
9.576194,104
10.739732,106
9.153821,108
12.565377,110
14.766330,112
8.930961,114
13.385491,116
13.058689,118
14.257667,120
10.819528,122
12.550650,124
15.666330,126
13.718613,128
