29.080573,2
16.479259,4
12.831331,6
11.341951,8
10.249706,10
9.604870,12
9.064654,14
11.314073,16
9.838852,18
10.179299,20
12.808084,22
11.151976,24
13.185036,26
10.301989,28
16.783065,30
13.629499,32
13.101191,34
15.955440,36
14.988771,38
13.653695,40
13.149196,42
16.200761,44
14.154706,46
12.740465,48
12.735132,50
14.510535,52
14.104377,54
13.997371,56
12.775566,58
15.051107,60
13.673075,62
12.510388,64
13.567825,66
14.547470,68
14.945708,70
13.139948,72
13.556565,74
15.305094,76
15.866997,78
13.949504,80
12.486736,82
13.675108,84
14.936901,86
13.437241,88
14.058487,90
13.832415,92
12.661872,94
12.817779,96
11.955767,98
12.824182,100
13.242742,102
11.578317,104
12.377345,106
12.539061,108
13.468046,110
12.912031,112
11.803508,114
12.701405,116
12.653276,118
11.882788,120
12.237408,122
13.836933,124
12.575240,126
12.761608,128
