0.278227,2
0.921130,4
0.710847,6
0.451539,8
0.578349,10
1.330618,12
2.590471,14
2.432723,16
4.848896,18
7.085113,20
5.578844,22
3.938544,24
4.433433,26
6.352343,28
4.804782,30
5.682827,32
8.295281,34
10.730666,36
12.026391,38
6.436997,40
7.490627,42
9.211306,44
5.992416,46
7.247337,48
8.613537,50
8.442679,52
8.144302,54
8.745097,56
7.741649,58
10.064666,60
9.011262,62
10.365864,64
12.211367,66
10.515858,68
9.215764,70
8.771201,72
9.567287,74
11.593671,76
7.035914,78
6.313032,80
10.818984,82
10.017804,84
6.468019,86
9.929718,88
9.994422,90
11.555893,92
10.479366,94
9.976050,96
14.400580,98
13.376230,100
7.815527,102
11.730880,104
10.994569,106
12.569228,108
11.315980,110
10.712601,112
13.250194,114
12.481745,116
11.191306,118
13.970961,120
14.923476,122
10.864136,124
15.768167,126
18.644884,128
