28.982232,2
16.572737,4
12.867076,6
11.191493,8
10.095814,10
9.367382,12
9.330626,14
9.409519,16
9.999551,18
8.969019,20
11.362288,22
12.672015,24
12.446455,26
11.766786,28
17.751665,30
15.902405,32
14.747996,34
12.849637,36
12.534626,38
14.084302,40
14.169907,42
13.183366,44
16.690888,46
15.197870,48
13.500601,50
12.731332,52
16.243229,54
13.413694,56
13.483526,58
14.029238,60
13.126782,62
12.972573,64
13.399097,66
12.899836,68
14.093096,70
14.636826,72
13.018997,74
12.626302,76
17.784633,78
16.379192,80
12.814390,82
12.913397,84
15.869273,86
12.834277,88
12.967898,90
12.295829,92
13.665627,94
13.793385,96
11.544346,98
11.255441,100
15.365077,102
12.861870,104
12.426550,106
12.367058,108
14.439998,110
14.783940,112
11.464455,114
12.316007,116
13.946413,118
11.899940,120
13.091372,122
11.795762,124
12.986575,126
10.184323,128
