28.914238,2
16.535035,4
13.901884,6
11.186659,8
10.423355,10
9.528682,12
8.938960,14
11.354551,16
10.964864,18
9.867416,20
11.342698,22
9.572384,24
12.473553,26
12.895249,28
15.899556,30
16.183505,32
12.369739,34
14.591452,36
14.425777,38
16.729517,40
16.466972,42
14.134435,44
13.352904,46
15.566722,48
15.883089,50
13.374829,52
12.802307,54
13.973120,56
15.544107,58
14.123715,60
12.847415,62
12.412376,64
17.719682,66
11.899606,68
12.535627,70
15.603994,72
13.421921,74
11.552125,76
13.923781,78
14.030807,80
15.011014,82
11.918941,84
12.486425,86
12.546046,88
13.287404,90
12.354291,92
12.169629,94
13.064041,96
11.857653,98
11.810953,100
11.562980,102
12.508513,104
12.294460,106
11.500197,108
11.056606,110
12.694405,112
12.734061,114
11.096458,116
11.830528,118
13.716211,120
12.649169,122
10.104926,124
11.550713,126
13.032100,128
