dstrb_sr,2,20000,1000,29.099366
dstrb_sr,4,20000,1000,17.309685
dstrb_sr,6,20000,1000,16.052999
dstrb_sr,8,20000,1000,14.111964
dstrb_sr,10,20000,1000,10.904782
dstrb_sr,12,20000,1000,10.209097
dstrb_sr,14,20000,1000,14.187925
dstrb_sr,16,20000,1000,13.366668
dstrb_sr,18,20000,1000,13.734626
dstrb_sr,20,20000,1000,13.944414
dstrb_sr,22,20000,1000,15.708297
dstrb_sr,24,20000,1000,16.074442
dstrb_sr,26,20000,1000,19.352136
dstrb_sr,28,20000,1000,18.732342
dstrb_sr,30,20000,1000,19.442355
dstrb_sr,32,20000,1000,21.548494
dstrb_sr,34,20000,1000,21.27912
dstrb_sr,36,20000,1000,22.147838
dstrb_sr,38,20000,1000,23.442993
dstrb_sr,40,20000,1000,22.830408
dstrb_sr,42,20000,1000,21.935214
dstrb_sr,44,20000,1000,24.709852
dstrb_sr,46,20000,1000,21.842246
dstrb_sr,48,20000,1000,22.319669
dstrb_sr,50,20000,1000,21.192118
dstrb_sr,52,20000,1000,21.964189
dstrb_sr,54,20000,1000,22.573214
dstrb_sr,56,20000,1000,21.600193
dstrb_sr,58,20000,1000,20.930812
dstrb_sr,60,20000,1000,21.64474
dstrb_sr,62,20000,1000,26.210643
dstrb_sr,64,20000,1000,24.573241
dstrb_sr,66,20000,1000,25.598301
dstrb_sr,68,20000,1000,23.932932
dstrb_sr,70,20000,1000,22.640575
dstrb_sr,72,20000,1000,23.440761
dstrb_sr,74,20000,1000,25.848643
dstrb_sr,76,20000,1000,24.735789
dstrb_sr,78,20000,1000,24.78533
dstrb_sr,80,20000,1000,23.720075
dstrb_sr,82,20000,1000,24.053778
dstrb_sr,84,20000,1000,23.797971
dstrb_sr,86,20000,1000,23.174251
dstrb_sr,88,20000,1000,22.710217
dstrb_sr,90,20000,1000,23.927564
dstrb_sr,92,20000,1000,23.456888
dstrb_sr,94,20000,1000,27.45577
dstrb_sr,96,20000,1000,27.468054
dstrb_sr,98,20000,1000,25.196263
dstrb_sr,100,20000,1000,24.5145
dstrb_sr,102,20000,1000,25.003224
dstrb_sr,104,20000,1000,25.037498
dstrb_sr,106,20000,1000,26.675817
dstrb_sr,108,20000,1000,24.384876
dstrb_sr,110,20000,1000,25.005219
dstrb_sr,112,20000,1000,24.386205
dstrb_sr,114,20000,1000,23.188418
dstrb_sr,116,20000,1000,25.441833
dstrb_sr,118,20000,1000,25.043394
dstrb_sr,120,20000,1000,26.265164
dstrb_sr,122,20000,1000,26.902603
dstrb_sr,124,20000,1000,26.952378
dstrb_sr,126,20000,1000,25.047669
dstrb_sr,128,20000,1000,25.410497
