28.913707,2
16.446603,4
12.945263,6
11.018750,8
10.037278,10
9.323963,12
11.183732,14
9.990776,16
8.972796,18
9.103130,20
14.792486,22
12.448968,24
14.570325,26
13.532398,28
12.763757,30
14.939911,32
14.517939,34
13.911973,36
15.634447,38
16.693638,40
13.199159,42
14.390590,44
15.645158,46
14.322575,48
13.260302,50
12.983441,52
13.631347,54
14.603756,56
14.348904,58
12.924358,60
15.592844,62
12.522382,64
12.643219,66
10.759144,68
15.476765,70
14.921577,72
12.250459,74
11.687134,76
14.293005,78
15.816008,80
12.666403,82
12.698812,84
16.674223,86
12.836593,88
11.718586,90
11.915029,92
12.653736,94
11.000561,96
11.445754,98
11.564684,100
13.986696,102
15.779778,104
11.618361,106
11.494243,108
12.582291,110
14.559059,112
11.233270,114
11.081543,116
12.308615,118
13.495384,120
13.362326,122
11.809939,124
13.237746,126
11.068944,128
